OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species	X1.1	X1.2	X1.3	X1.4	X1.7	X1.8	X2.1	X2.2	X3.1	X3.2	X4.1	X6.2	c.1	c.3
FJ202115.1.1402	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Cognatishimia	NA	0.00160187098531084	0	0	0.000819181964889861	0	0.00108235650658614	0	0	0.00303803621339166	0.000970920918491189	0	0.00116596320220134	0	0
JF776887.1.1453	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Flaviaesturariibacter	NA	0.0808944847581976	0.131078778345786	0.0922314077558999	0.0131069114382378	0.0174931408474046	0.258683205074087	0.00359958244843598	0.0119877724720785	0.0121521448535667	0.00776736734792951	0.00338650140539808	0.0128255952242147	0.00681995323460639	0.00311813036903073
DQ366000.1.1416	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Segetibacter	NA	1.93345827927019	4.70354349630795	7.6645146004857	2.19376930197505	1.48691697202939	2.83252697773593	0.811105911714241	0.55143753371561	0.475959006764694	2.27098402835089	1.08960682718683	7.88074528367885	0.400428682774747	0.387427698352068
GU235354.1.1293	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Citreicella	NA	0.00560654844858795	0.00109232315288155	0	0	0.000920691623547609	0.00108235650658614	0	0	0	0.00291276275547357	0	0	0	0
JF126127.1.1311	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Rhodovarius	NA	0.0768898072949205	0.0294927251278018	0.0126923955627385	0.0212987310871364	0.0230172905886902	0.0303059821844119	0.00719916489687196	0	0.168104670474339	0.0135928928588766	0.0931287886484473	0.0279831168528321	0	0.000779532592257682
JX521538.1.1464	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Oscillatoriaceae	g__Planktothricoides_SR001	NA	0.00480561295593253	0.00109232315288155	0.00676927763346054	0.0196603671573567	0.00460345811773804	0.00324706951975842	0.0887897003947542	0.0419572036522747	0.0617734030056305	0.0223311811252973	0.0245521351891361	0.0139915584264161	0	0.00545672814580378
EU589308.1.1526	d__Bacteria	p__Elusimicrobiota	c__Lineage_IIb	o__Lineage_IIb	f__Lineage_IIb	g__Lineage_IIb	NA	0.0128149678824867	0.0021846463057631	0.082077491305709	0.00491509178933917	0.0147310659767617	0.0238118431448951	0.00719916489687196	0.0319673932588759	0.00911410864017499	0.00194184183698238	0	0.00116596320220134	0.0691738113795791	0.00389766296128841
EU386122.1.1481	d__Bacteria	p__LCP-89	c__LCP-89	o__LCP-89	f__LCP-89	g__LCP-89	NA	0.00160187098531084	0.00109232315288155	0	0	0	0.00216471301317228	0	0.00199796207867975	0.00101267873779722	0.000970920918491189	0.00338650140539808	0.00116596320220134	0.000974279033515199	0.00233859777677305
EU362138.1.1516	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cytophagaceae	g__Cytophaga	NA	0.0688804523683662	0.0207541399047494	0.0423079852091284	0.0147452753680175	0.0303828235770711	0.0552001818358931	0.0359958244843598	0.0439551657309544	0.0729128691213999	0.0378659158211564	0.0397913915134275	0.00932770561761071	0.0029228371005456	0.00545672814580378
AB696129.1.1450	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Ferruginibacter	NA	0.94990949428933	0.819242364661161	2.98102063783518	0.553767008265546	0.422597455208353	1.38000454589733	0.0491942934619584	0.169826776687778	0.554947948312877	0.191271420942764	0.439398557350401	0.490870508126764	0.66348402182385	0.260363885814066
AY043958.1.1480	d__Bacteria	p__Dependentiae	c__Babeliae	o__Babeliales	f__Vermiphilaceae	g__Vermiphilaceae	NA	0.00320374197062169	0.00109232315288155	0.00338463881673027	0.00163836392977972	0.00460345811773804	0.00216471301317228	0	0.00399592415735949	0.00101267873779722	0.00194184183698238	0.00253987605404856	0	0.000974279033515199	0.000779532592257682
DQ129374.1.1448	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Spirosomaceae	g__Larkinella	NA	0.0120140323898313	0.00436929261152619	0.00338463881673027	0.0114685475084581	0.016572449223857	0.00757649554610298	0.00479944326458131	0.00199796207867975	0.0192408960181472	0.00970920918491189	0.0126993802702428	0.00466385280880535	0	0
JX489904.1.1485	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cytophagaceae	g__Sporocytophaga	NA	0.102519743059894	0.0491545418796697	0.117616198881377	0.0212987310871364	0.0469552728009281	0.117976859217889	0.0671922057041383	0.0739245969111506	0.133673593389233	0.0495169668430506	0.0838159097836026	0.0151575216286174	0.014614185502728	0.031960836282565
FPLS01059649.14.1514	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__uncultured	NA	0.521409005718679	0.713287018831651	1.41308670598489	0.306374054868808	0.661056585707183	1.34645149419316	0.0923892828431902	0.15983696629438	0.332158625997489	0.208747997475606	0.233668596972468	0.350954923862603	0.624512860483242	0.0717169984877068
JQ769685.1.1445	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Devosiaceae	g__Devosia	NA	0.344402261841831	0.441298553764146	0.360464033981774	0.0458741900338322	0.222807372898521	0.515201697135002	0.0443948501973771	0.0519470140456734	0.0536719731032527	0.0650517015389097	0.00846625351349521	0.0408087120770469	0.0282540919719408	0.0194883148064421
AB637009.1.1470	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Rufibacter	NA	0.0945103881333397	0.0327696945864465	0.0414618255049458	0.0229370950169161	0.0248586738357854	0.0270589126646535	0.0119986081614533	0.00599388623603924	0.00506339368898611	0.0087382882664207	0.00169325070269904	0.00582981601100669	0.000974279033515199	0
JN453475.1.1320	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SB-5	g__SB-5	NA	0.00560654844858795	0.00655393891728929	0.00676927763346054	0.00573427375422903	0.00184138324709522	0.00865885205268912	0.00719916489687196	0.00998981039339873	0.00405071495118888	0.00485460459245594	0.0143926309729419	0.00932770561761071	0.00389711613406079	0.000779532592257682
KX014102.1.1447	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Labrenzia	NA	0.00480561295593253	0.00109232315288155	0.00338463881673027	0.00573427375422903	0.00184138324709522	0.0140706345856198	0.00359958244843598	0.00399592415735949	0.00506339368898611	0.00485460459245594	0.00169325070269904	0.0116596320220134	0.00487139516757599	0.00701579333031914
GU207879.1.1550	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Polyangium	NA	0.0136159033751422	0.00327696945864465	0.0211539926045642	0.0040959098244493	0.0110482994825713	0.00649413903951684	0	0.00199796207867975	0.0101267873779722	0.00388368367396476	0.00253987605404856	0	0.00389711613406079	0.00857485851483451
AJ833647.1.1529	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Byssovorax	NA	0.00400467746327711	0	0.0050769582250954	0	0.00184138324709522	0.00108235650658614	0	0	0.00303803621339166	0.000970920918491189	0	0	0.000974279033515199	0.00935439110709219
EU449560.1.1439	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Noviherbaspirillum	NA	0.621525942300607	1.41128151352296	0.273309584450969	0.195784489608677	0.502697626456994	0.454589732766178	0.062392762439557	0.0299694311801962	0.1822821728035	0.0834991989902422	0.00931287886484473	0.0163234848308187	0.029228371005456	0.0101339236993499
KC554305.1.1513	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Pseudonocardia	NA	0.118538452913002	0.384497749814305	0.180232016990887	0.475125539636119	0.480601027491852	0.68404931216244	0.207575921193142	0.105891990170027	0.105318588730911	0.120394193892907	0.40722679399912	0.0279831168528321	0.107170693686672	0.241655103599881
HQ120303.1.1462	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Gemmatales	f__Gemmataceae	g__Fimbriiglobus	NA	0.00961122591186506	0.00983090837593394	0.0245386314212945	0.00245754589466958	0.0257793654593331	0.0227294866383089	0.00119986081614533	0.00399592415735949	0.0212662534937416	0.0126219719403855	0.0550306478377189	0	0.110093530787217	0.0101339236993499
FN421791.1.1370	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	NA	0.248290002723181	0.0830165596189977	0.0727697345597008	0.00983018357867833	0.0441931979302852	0.184000606119644	0.0179979122421799	0.0459531278096342	0.0364564345607	0.0174765765328414	0.0262453858918351	0.00466385280880535	0.00974279033515199	0.00311813036903073
KU647207.1.1436	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Pseudoduganella	NA	0.00160187098531084	0.00546161576440774	0	0	0.00184138324709522	0.00108235650658614	0	0	0	0	0	0	0	0
EU289437.1.1472	d__Bacteria	p__Armatimonadota	c__uncultured	o__uncultured	f__uncultured	g__uncultured	NA	0.146571195155942	0.133263424651549	0.231847758946023	0.137622570101497	0.122451985931832	0.209977162277711	0.101988169372353	0.167828814609099	0.213675213675214	0.177678528083888	0.143079684378069	0.0338129328638388	0.551441932969603	0.678193355264184
FJ542874.1.1469	d__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Thermomicrobiales	f__JG30-KF-CM45	g__JG30-KF-CM45	NA	0.0320374197062169	0.0229387862105125	0.0296155896463899	0.0376823703849336	0.0414311230596424	0.0530354688227208	0.0503941542781037	0.0359633174162354	0.0486085794142666	0.0611680178649449	0.0262453858918351	0.0979409089849124	0.0428682774746687	0.0397561622051418
EU676415.1.1423	d__Bacteria	p__Acidobacteriota	c__Acidobacteriae	o__Bryobacterales	f__Bryobacteraceae	g__Bryobacter	NA	0.157784292053118	0.231572508410888	0.760697574060128	0.244116225537179	0.449297512291233	1.2024980788172	0.113986777533806	0.251743221913648	0.229878073479969	0.160201951551046	0.0753496562701074	0.0116596320220134	0.633281371784879	0.179292496219267
FR687485.1.1508	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__KD3-10	NA	0.0352411616768385	0.0775549438545899	0.0380771866882155	0.0466933719987221	0.0386690481889996	0.106070937645442	0.0119986081614533	0.0199796207867975	0.0648114392190222	0.0174765765328414	0.00338650140539808	0.00116596320220134	0.0204598597038192	0.00857485851483451
AY212715.1.1486	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__Kapabacteriales	g__Kapabacteriales	NA	0.0192224518237301	0.0163848472932232	0.0355387075756678	0.0106493655435682	0.0202552157180474	0.0378824777305149	0.00119986081614533	0.00599388623603924	0.0162028598047555	0.0291276275547357	0.00253987605404856	0.00349788960660402	0.0954793452844895	0.0124725214761229
AB614815.1.1458	d__Bacteria	p__Firmicutes	c__Bacilli	o__Acholeplasmatales	f__Acholeplasmataceae	g__Anaeroplasma	NA	0.000800935492655422	0	0	0	0	0.00108235650658614	0	0	0	0.000970920918491189	0	0	0.000974279033515199	0
HQ910341.1.1481	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__Cesiribacter	NA	0.015217774360453	0.0021846463057631	0.00423079852091284	0.00327672785955944	0.00368276649419044	0.00757649554610298	0.00599930408072664	0.00599388623603924	0.0101267873779722	0.00291276275547357	0.00677300281079617	0.00233192640440268	0	0
CP003659.4019532.4021008	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Anabaena_PCC-7122	NA	0.045653323081359	0.0152925241403417	0.00930775674600824	0.0974826538218935	0.0174931408474046	0.0119059215724475	0.0527938759103944	0.0659327485964316	0.0324057196095111	0.0485460459245594	0.0626502759998645	0.00699577921320803	0	0.00779532592257682
LC026876.1.1444	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cytophagaceae	g__Cytophagaceae	NA	0.0352411616768385	0.00764626207017084	0.0177693537878339	0.000819181964889861	0.0764174047544516	0.0216471301317228	0.0359958244843598	0.0219775828654772	0.0111394661157694	0.00485460459245594	0.0042331267567476	0	0	0
AB637280.1.1478	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Microbacteriaceae	g__Marisediminicola	NA	0.0336392906915277	0.0589854502556036	0.00676927763346054	0.0163836392977972	0.016572449223857	0.00324706951975842	0	0.00399592415735949	0.00202535747559444	0	0	0.00582981601100669	0	0
FPLS01030861.22.1488	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	NA	0.151376808111875	0.055708480796959	0.156539545273775	0.0581619195071801	0.0543208057893089	0.161271119481335	0.0839902571301729	0.103894028091347	0.140762344553814	0.0893247245011894	0.042331267567476	0.0921110929739057	0.0487139516757599	0.0623626073806146
HM366491.1.1480	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Actinoplanes	NA	0.294744261297195	0.31021977541836	0.435772247654022	0.330130331850614	0.76233266429742	1.0228268987239	0.0767910922333009	0.23376156320553	0.365577024344797	0.280596145443954	0.232821971621118	0.214537229205046	0.0720966484801247	0.0771737266335105
DQ298353.1.1370	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Frankiales	f__Geodermatophilaceae	g__Blastococcus	NA	0.185817034296058	0.334250884781754	0.0854621301224393	0.263776592694535	0.195186624192093	0.264094987607018	0.0911894220270449	0.0759225589898304	0.0698748329080083	0.229137336763921	0.0177791323783399	0.0501364176946576	0.0584567420109119	0.0709374658954491
KF318391.1.1428	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Lechevalieria	NA	0.00400467746327711	0.00109232315288155	0.0050769582250954	0.00163836392977972	0.0110482994825713	0.00865885205268912	0	0.00799184831471899	0.00101267873779722	0.00388368367396476	0.00169325070269904	0	0.0701480904130943	0.182410626588298
FM179321.1.1480	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Aquipuribacter	NA	0.0352411616768385	0.00327696945864465	0	0.0040959098244493	0.00736553298838087	0.00757649554610298	0.00239972163229065	0	0.00405071495118888	0	0	0.00233192640440268	0	0
KC577573.1.1429	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Roseomonas	NA	0.657568039470101	0.760256914405558	0.229309279833476	0.165474756907752	0.487966560480233	0.621272634780444	0.065992344887993	0.0459531278096342	0.28051201036983	0.151463663284625	0.12445392664838	0.651773430030548	0.0350740452065472	0.00623626073806146
AF317632.1.1364	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Nostocaceae	g__Aphanizomenon_NIES81	NA	0.00400467746327711	0.00546161576440774	0.00169231940836513	0.0114685475084581	0.00368276649419044	0.00324706951975842	0.00719916489687196	0.0119877724720785	0.0162028598047555	0.0135928928588766	0.019472383081039	0.00466385280880535	0	0.000779532592257682
JN453936.1.1225	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Roseivivax	NA	0.0480561295593253	0.0163848472932232	0.00930775674600824	0.0196603671573567	0.0119689911061189	0.0281412691712396	0.0167980514260346	0.00799184831471899	0.0313930408717139	0.00582552551094713	0.00677300281079617	0.0256511904484295	0.000974279033515199	0.00155906518451536
FR851926.1.1448	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Camelimonas	NA	0.00480561295593253	0.00764626207017084	0.00169231940836513	0	0.00368276649419044	0.00432942602634456	0.00239972163229065	0	0.00303803621339166	0	0	0.00116596320220134	0.0019485580670304	0
DQ990927.1.1483	d__Bacteria	p__Cyanobacteria	c__Cyanobacteriia	o__Cyanobacteriales	f__Chroococcidiopsaceae	g__Chroococcidiopsis_SAG_2023	NA	0.165793646979672	0.0371389871979727	0.0321540687589376	0.326853603991055	0.0837829377428324	0.038964834237101	1.38223966019942	5.00089908293541	4.60363754202617	2.74867712024856	6.0863896508517	2.80880535410302	0.0029228371005456	0.965840881807268
KT983630.1.1398	d__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	NA	0.0464542585740145	0.111416961593918	0.0600773389969623	0.0483317359285018	0.0552414974128565	0.0681884599149268	0.0455947110135224	0.0599388623603924	0.0881030501883582	0.0708772270498568	0	0	0.0224084177708496	0.00623626073806146
JQ769606.1.1498	d__Bacteria	p__Planctomycetota	c__Planctomycetes	o__Planctomycetales	f__uncultured	g__uncultured	NA	0.0320374197062169	0.0174771704461048	0.0710774151513357	0.0434166441391626	0.0865450126134752	0.338777586561462	0.0143983297937439	0.0679307106751114	0.157977883096367	0.230108257682412	0.00507975210809712	0.00116596320220134	1.33865939204988	0.310253971718558
EU132488.1.1307	d__Bacteria	p__Actinobacteriota	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Phytohabitans	NA	0.0104121614045205	0.0142002009874601	0.00846159704182567	0.00327672785955944	0.0101276078590237	0.0205647736251366	0.00359958244843598	0.00599388623603924	0.00607607242678333	0.00679644642943832	0.00338650140539808	0.00233192640440268	0.029228371005456	0.0280631733212766
KX172328.1.1400	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Boseongicola	NA	0.00480561295593253	0.00109232315288155	0	0.00163836392977972	0.000920691623547609	0	0	0	0.00506339368898611	0	0	0.00349788960660402	0	0
JQ390518.1.1448	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__uncultured	NA	0.364425649158217	0.67724035478656	0.162462663203053	0.190869397819338	0.286335094923306	0.435107315647628	0.0419951285650864	0.0399592415735949	0.167091991736542	0.165056556143502	0.170171695621254	0.40925308397267	0.0350740452065472	0.00857485851483451
AB696523.1.1454	d__Bacteria	p__Bdellovibrionota	c__Oligoflexia	o__Oligoflexales	f__Oligoflexales	g__Oligoflexus	NA	0.128950614317523	0.0174771704461048	0.0406156658007632	0.0122877294733479	0.0395897398125472	0.174259397560368	0.00479944326458131	0.0179816587081177	0.0445578644630777	0.00679644642943832	0	0	0.0019485580670304	0
JQ769938.1.1525	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Candidatus_Udaeobacter	NA	0.195428260207923	1.15240092629003	2.38193956727393	0.495605088758366	0.502697626456994	0.336612873548289	0.356358662395162	3.07086771493077	0.74330619354316	1.29326666343026	0.021165633783738	0.010493668819812	1.52279812938426	0.742894560421571
MH671383.1.1486	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Pseudoflavitalea	NA	0.0200233873163855	0.0196618167518679	0.0465387837300412	0.0155644573329074	0.00920691623547609	0.0248941996514812	0.0107987473453079	0.00399592415735949	0.00607607242678333	0.0087382882664207	0.00338650140539808	0.0174894480330201	0.00876851130163679	0.00155906518451536
